channel,sender,words
leonblack,eloquentbambi,6
megam0gwai,jarou_k,2
dakotaz,skeletalarkeus,3
leonblack,nightbot,8
megam0gwai,nightbot,11
megam0gwai,screamdelic,2
megam0gwai,lennon624,5
megam0gwai,duckyydota,1
megam0gwai,calrael,10
megam0gwai,rasatak,3
megam0gwai,zarthais,13
megam0gwai,errorash_,8
megam0gwai,yourisp,14
megam0gwai,regnarson,8
megam0gwai,safewood,9
megam0gwai,omgmikewtf,5
megam0gwai,sayomul,7
megam0gwai,regnarson,1
megam0gwai,errorash_,3
bobross,outcoid,7
megam0gwai,errorash_,3
forsen,bigmautain,9
dakotaz,tenboom_nz,4
megam0gwai,nereid__,2
megam0gwai,logadd2,13
megam0gwai,artifactando,10
megam0gwai,zetonegi,5
megam0gwai,omgmikewtf,8
leonblack,eloquentbambi,2
megam0gwai,nereid__,11
megam0gwai,madshowkh,2
megam0gwai,zalenor,5
megam0gwai,programadorsincero,5
megam0gwai,phearce,7
dakotaz,etk1981,3
bobross,monkeyheroeh,2
megam0gwai,calrael,22
megam0gwai,myrrshock,35
megam0gwai,zalenor,12
megam0gwai,zetonegi,19
megam0gwai,jarou_k,19
megam0gwai,omgmikewtf,9
megam0gwai,safewood,10
megam0gwai,zetonegi,13
megam0gwai,artifactando,6
megam0gwai,impgangboss,18
dakotaz,rolexonwrist,1
megam0gwai,onedelan,2
megam0gwai,habituz,22
megam0gwai,korvotv,6
megam0gwai,ganbatte_kudasai,5
megam0gwai,leonardi23,6
megam0gwai,programadorsincero,4
megam0gwai,theazrean,18
megam0gwai,korvotv,2
forsen,cntbreak,6
megam0gwai,myrrshock,4
megam0gwai,calrael,15
megam0gwai,yandrac,16
megam0gwai,calrael,11
megam0gwai,screamdelic,4
megam0gwai,kaythal,10
megam0gwai,korvotv,5
megam0gwai,rasatak,8
megam0gwai,zetonegi,15
megam0gwai,myrrshock,2
megam0gwai,myrrshock,2
megam0gwai,4onoki,1
megam0gwai,sayomul,6
megam0gwai,zetonegi,14
megam0gwai,leonardi23,7
megam0gwai,theazrean,9
megam0gwai,myrrshock,2
megam0gwai,myrrshock,2
forsen,sirspex,1
dakotaz,chrismariotv,4
forsen,gweekgobxs,1
leonblack,nightbot,24
megam0gwai,azzdon,2
forsen,fluid1337,5
megam0gwai,azzdon,7
megam0gwai,questmode_bot,31
megam0gwai,korvotv,12
megam0gwai,korvotv,5
forsen,patterneater,1
megam0gwai,shermiecos,1
leonblack,pyratrum_,14
iam_chappie,zombiepresident7,13
iam_chappie,fearzum,2
iam_chappie,zombiepresident7,6
leonblack,invictus6568,5
iam_chappie,chill0uttt,11
leonblack,nightbot,4
leonblack,crystal_dawn_,2
megam0gwai,nicolinonez1,3
rifftrax,macleod34,7
rifftrax,xdollchelsea,6
rifftrax,yummymeat,4
rifftrax,revolver_ocelot8,12
rifftrax,xdollchelsea,1
rifftrax,discordia_dog,4
megam0gwai,mr_ecko09,6
rifftrax,blurrybigfoot74,8
megam0gwai,gnurrgard,1
rifftrax,keldavor,9
rifftrax,discordia_dog,16
rifftrax,blurrybigfoot74,5
rifftrax,revolver_ocelot8,22
megam0gwai,mr_ecko09,6
megam0gwai,myrrshock,9
rifftrax,discordia_dog,13
megam0gwai,thomasthe,6
megam0gwai,gnurrgard,1
megam0gwai,mr_ecko09,7
megam0gwai,kaythal,7
megam0gwai,gnurrgard,2
megam0gwai,thomasthe,3
megam0gwai,calrael,9
megam0gwai,gnurrgard,4
megam0gwai,donuts142,9
megam0gwai,l3gendar,8
megam0gwai,kaythal,11
megam0gwai,myrrshock,2
megam0gwai,jarou_k,12
megam0gwai,donuts142,0
megam0gwai,gnurrgard,2
megam0gwai,gnurrgard,2
megam0gwai,justdemo93,6
megam0gwai,cleedow,21
megam0gwai,justdemo93,1
megam0gwai,teeeeeooooo,1
megam0gwai,myrrshock,18
megam0gwai,rasatak,1
megam0gwai,gnurrgard,5
megam0gwai,warchield,1
megam0gwai,nereid__,3
dakotaz,jennc,6
megam0gwai,happy_1733,6
megam0gwai,calrael,20
megam0gwai,myrrshock,6
megam0gwai,sayomul,4
megam0gwai,happy_1733,8
megam0gwai,nereid__,5
megam0gwai,warchield,9
megam0gwai,cleedow,1
megam0gwai,yumyummb,5
forsen,chrisonps2in420p,2
megam0gwai,splashfire,25
dakotaz,hoodedmist,1
megam0gwai,sayomul,5
dakotaz,plahnts,6
iam_chappie,snm_kissell,6
iam_chappie,m_cisco22,4
iam_chappie,chill0uttt,4
iam_chappie,chill0uttt,0
megam0gwai,justdemo93,16
iam_chappie,rocky459,1
iam_chappie,nightbot,17
iam_chappie,snm_kissell,2
iam_chappie,chill0uttt,5
iam_chappie,vbpotthead,11
iam_chappie,chill0uttt,2
iam_chappie,m_cisco22,3
iam_chappie,doctor7death,11
megam0gwai,teeeeeooooo,1
megam0gwai,shermiecos,8
megam0gwai,warchield,10
megam0gwai,kaythal,5
megam0gwai,koxeida,6
megam0gwai,kaythal,8
megam0gwai,rasatak,1
dakotaz,tenboom_nz,2
megam0gwai,shermiecos,1
megam0gwai,leonardi23,4
megam0gwai,grunge69,1
megam0gwai,nightbot,5
megam0gwai,zarthais,7
iam_chappie,snm_kissell,3
megam0gwai,yumyummb,1
dakotaz,nexuh6,14
megam0gwai,koxeida,8
iam_chappie,fearzum,5
megam0gwai,yumyummb,8
megam0gwai,myrteal,5
megam0gwai,lordab4ddon,3
megam0gwai,lordab4ddon,1
megam0gwai,zarthais,11
megam0gwai,nightbot,11
iam_chappie,nightbot,19
dakotaz,ipsychotis,2
megam0gwai,lordab4ddon,3
megam0gwai,calrael,9
megam0gwai,splashfire,14
megam0gwai,overview25,4
megam0gwai,yumyummb,3
megam0gwai,lordab4ddon,4
megam0gwai,michel199999,14
megam0gwai,kaythal,2
megam0gwai,lordab4ddon,5
megam0gwai,kaythal,10
megam0gwai,sayomul,6
iam_chappie,youaretrash121,0
megam0gwai,rasatak,3
iam_chappie,nightbot,32
megam0gwai,koxeida,4
megam0gwai,nereid__,1
iam_chappie,snm_kissell,21
megam0gwai,programadorsincero,2
iam_chappie,fearzum,11
megam0gwai,safewood,9
megam0gwai,nereid__,4
megam0gwai,koxeida,4
iam_chappie,nightbot,9
megam0gwai,lordab4ddon,3
iam_chappie,snm_kissell,15
megam0gwai,lordab4ddon,2
megam0gwai,kokonotsu,3
megam0gwai,karpatros,3
megam0gwai,sayomul,9
megam0gwai,rushiidota,1
megam0gwai,rasatak,4
megam0gwai,nereid__,2
megam0gwai,lordab4ddon,4
megam0gwai,donuts142,1
megam0gwai,happy_1733,3
megam0gwai,lordab4ddon,2
megam0gwai,calrael,12
megam0gwai,happy_1733,1
megam0gwai,binhosuaid,3
megam0gwai,zascarnazam,2
megam0gwai,elpomidor,0
megam0gwai,szosti122,2
megam0gwai,six_feat_under,5
megam0gwai,screamdelic,1
iam_chappie,snm_kissell,1
iam_chappie,m_cisco22,1
megam0gwai,tragedy65,11
megam0gwai,splashfire,2
megam0gwai,shermiecos,1
iam_chappie,snm_kissell,3
megam0gwai,calrael,4
megam0gwai,overview25,1
iam_chappie,ragnarwalters,13
megam0gwai,shermiecos,6
megam0gwai,overview25,2
megam0gwai,shermiecos,2
megam0gwai,overview25,2
iam_chappie,theph1nest,10
megam0gwai,ganbatte_kudasai,2
megam0gwai,rushiidota,1
megam0gwai,rasatak,4
megam0gwai,overview25,1
megam0gwai,tubytherat,1
megam0gwai,myrrshock,19
megam0gwai,yumyummb,3
megam0gwai,yandrac,12
megam0gwai,shrimpanzer,4
megam0gwai,screamdelic,6
forsen,kukrab,1
forsen,soulsandbonfires,2
iam_chappie,fearzum,1
megam0gwai,r0guedigit,4
iam_chappie,nightbot,32
iam_chappie,fearzum,12
forsen,cryptik7,1
iam_chappie,zkendroo,1
iam_chappie,akahecc,6
dakotaz,smurfkylling,1
iam_chappie,akahecc,1
bobross,snojetsst,4
megam0gwai,binhosuaid,4
megam0gwai,calrael,10
megam0gwai,tubytherat,3
megam0gwai,binhosuaid,1
megam0gwai,nightbot,19
megam0gwai,yumyummb,24
megam0gwai,xobject261,11
megam0gwai,calrael,8
iam_chappie,peterk2k,0
dakotaz,sniperlama3342,19
dakotaz,btothettothee,21
iam_chappie,twitch_grimreaper_,1
iam_chappie,princemac,14
iam_chappie,huwie35,8
iam_chappie,twitch_grimreaper_,1
iam_chappie,shinchan2795,7
iam_chappie,razgrox,7
iam_chappie,gopuri,4
iam_chappie,turtlelogik,3
iam_chappie,blackpistol_tcg,3
megam0gwai,u_eyeballing_me,7
iam_chappie,snaske_twitch,6
megam0gwai,pyrestone,7
iam_chappie,blackpistol_tcg,12
iam_chappie,jiggyd420,4
iam_chappie,nibornob,5
iam_chappie,mramazingxx,1
iam_chappie,mrkliin,22
iam_chappie,snm_kissell,2
iam_chappie,fr0stypaw,6
iam_chappie,iizrotiika,1
iam_chappie,razgrox,6
megam0gwai,calrael,14
megam0gwai,shrimpanzer,15
iam_chappie,blackpistol_tcg,2
megam0gwai,calrael,5
iam_chappie,blackpistol_tcg,1
megam0gwai,shermiecos,6
iam_chappie,creedz34,9
iam_chappie,snm_kissell,4
iam_chappie,turtlelogik,28
iam_chappie,mrkliin,6
iam_chappie,rated_n,1
iam_chappie,snm_kissell,2
iam_chappie,bigwhitegiraffe,28
iam_chappie,mrkliin,5
iam_chappie,razgrox,3
bobross,uselessjunck,3
iam_chappie,mramazingxx,5
iam_chappie,mramazingxx,4
iam_chappie,mramazingxx,6
iam_chappie,snm_kissell,0
iam_chappie,bigwhitegiraffe,1
forsen,coachanalystandpro,1
iam_chappie,snm_kissell,4
iam_chappie,strungfx,3
iam_chappie,turtlelogik,26
iam_chappie,outlaw_87_v2,3
iam_chappie,cutts750,5
iam_chappie,mramazingxx,2
megam0gwai,ledraj,6
iam_chappie,razgrox,1
megam0gwai,calrael,1
forsen,niceboi74,1
megam0gwai,ledraj,1
dakotaz,btothettothee,11
megam0gwai,yumyummb,8
megam0gwai,yumyummb,4
megam0gwai,calrael,4
dakotaz,mfwebo,2
megam0gwai,questmode_bot,29
megam0gwai,yumyummb,5
megam0gwai,mrmithos,7
forsen,golantrev,1
megam0gwai,yumyummb,9
megam0gwai,six_feat_under,9
megam0gwai,calrael,10
megam0gwai,onedelan,10
megam0gwai,thelizarddkingg,8
megam0gwai,yumyummb,5
megam0gwai,faraday_lenz,1
dakotaz,ganjatv,6
megam0gwai,demonada626,9
megam0gwai,yumyummb,2
megam0gwai,olorloser,7
megam0gwai,nereid__,1
forsen,trihard_from_hawaii,1
megam0gwai,calrael,6
megam0gwai,screamdelic,2
megam0gwai,67percentez,1
megam0gwai,szosti122,6
megam0gwai,teeeeeooooo,2
megam0gwai,patientmatt,1
megam0gwai,roachisback,6
megam0gwai,icicle_duelyst,9
megam0gwai,d3str0cti0n,8
iam_chappie,razgrox,2
megam0gwai,patientmatt,6
megam0gwai,yandrac,3
iam_chappie,incogneeto12021,1
iam_chappie,outlaw_87_v2,6
bobross,namelessbelle,2
iam_chappie,incogneeto12021,1
iam_chappie,cerealg0d,4
megam0gwai,yumyummb,10
dakotaz,yourangel21,31
bobross,nitemare2004,1
hitch,hitch__bot,2
iam_chappie,outlaw_87_v2,4
hitch,anond24,4
megam0gwai,yumyummb,9
megam0gwai,nangert,4
hitch,thesaiyanbatsy,3
hitch,xoxogossipcat,6
hitch,impactvelocity,1
hitch,hitch__bot,9
megam0gwai,myrrshock,7
megam0gwai,roachisback,4
megam0gwai,phearce,14
hitch,hawkster1968,2
hitch,mahcahwaca,6
forsen,vezu_,2
hitch,impactvelocity,1
hitch,hitch__bot,4
hitch,mahcahwaca,6
hitch,abrasivesniper,1
hitch,zedzys,6
hitch,medihv_wow,11
megam0gwai,pipas_,13
hitch,kingkiio,9
megam0gwai,faraday_lenz,9
megam0gwai,yumyummb,5
megam0gwai,pipas_,1
megam0gwai,real2su,5
hitch,impactvelocity,3
hitch,thesaiyanbatsy,3
megam0gwai,faraday_lenz,1
hitch,thefeelskappaman,11
hitch,souleymann,7
hitch,oliviatsayle,14
megam0gwai,nereid__,6
megam0gwai,ledzeppelingwent,10
hitch,zedzys,8
hitch,mahcahwaca,2
megam0gwai,batband,4
megam0gwai,demonada626,5
iam_chappie,nightbot,32
dakotaz,name_lyx,1
hitch,vliamv,3
hitch,deltadan1980,12
hitch,aleismar,2
hitch,terrytoad1,8
hitch,twitch_destroyed_my_life,7
forsen,moat_lulker,5
hitch,seviy,1
hitch,leonidov2,1
megam0gwai,rimejk_,1
hitch,szotyi3,2
hitch,dominoz416,1
forsen,sickhammer,5
hitch,aleismar,3
megam0gwai,nereid__,6
megam0gwai,golliwog1,1
megam0gwai,teeeeeooooo,1
megam0gwai,clonecharlie,14
iam_chappie,incogneeto12021,9
megam0gwai,pyrestone,4
megam0gwai,nereid__,8
megam0gwai,issparc,7
hitch,jono1,7
megam0gwai,pxshivan,4
bobross,kool992704,3
megam0gwai,imagomortistv,4
megam0gwai,bass_cino,10
megam0gwai,trilles,2
hitch,dominoz416,1
hitch,10fatfingers,5
hitch,yozfalcon1,1
megam0gwai,trilles,8
hitch,seviy,4
megam0gwai,real2su,7
hitch,krinklez__,21
hitch,aleismar,2
megam0gwai,golliwog1,2
hitch,xoxogossipcat,7
hitch,thefeelskappaman,3
hitch,cynicalsarcasmo,11
iam_chappie,snm_kissell,7
megam0gwai,batband,8
hitch,collect0r,8
megam0gwai,golliwog1,1
hitch,helbiggetje,8
hitch,aleismar,2
iam_chappie,tr4k4n,7
hitch,pmk_888,2
hitch,souleymann,1
hitch,aleismar,2
hitch,10fatfingers,5
iam_chappie,snm_kissell,5
hitch,stashzbot,2
hitch,mahcahwaca,1
iam_chappie,outlaw_87_v2,7
iam_chappie,funkyjumpymonkey,9
iam_chappie,incogneeto12021,3
hitch,jono1,1
hitch,hitch__bot,3
megam0gwai,zarthais,6
hitch,yozfalcon1,1
hitch,twitch_destroyed_my_life,1
forsen,penneropa,2
megam0gwai,solongnthnx,2
hitch,icelandic_polar_bear,2
hitch,aleismar,1
hitch,abrasivesniper,1
megam0gwai,icicle_duelyst,13
hitch,hitch__bot,3
hitch,hawkster1968,2
megam0gwai,nereid__,10
megam0gwai,nightbot,11
hitch,thefeelskappaman,17
megam0gwai,yumyummb,10
hitch,impactvelocity,1
hitch,bobbis888,1
hitch,icelandic_polar_bear,1
hitch,aleismar,7
megam0gwai,nereid__,12
hitch,memeej,8
hitch,mahcahwaca,8
hitch,mahcahwaca,8
forsen,trum_,5
megam0gwai,twistero0o,5
megam0gwai,yumyummb,1
hitch,mahcahwaca,7
hitch,bailey_xoxo,7
hitch,aleismar,3
hitch,cowboys_in_levis,6
hitch,bailey_xoxo,6
megam0gwai,leevanec,18
hitch,tabascosh0t,1
hitch,souleymann,2
hitch,hitch__bot,43
megam0gwai,yumyummb,2
hitch,whiteberry1972,2
forsen,gapz38,1
hitch,impactvelocity,1
hitch,azzy5463,1
hitch,upperkingjr,7
hitch,darkheretic,4
hitch,jimbobpbw,14
hitch,aleismar,2
hitch,stashzbot,8
hitch,bailey_xoxo,7
hitch,twitch_destroyed_my_life,3
hitch,mahcahwaca,1
hitch,hitch__bot,6
hitch,azzy5463,1
hitch,ya_boi_taters__underscore,4
forsen,notonebit,1
hitch,bailey_xoxo,11
hitch,souleymann,4
hitch,aleismar,6
hitch,sureshotgazza1,7
hitch,stashzbot,3
hitch,icrittmypants,6
hitch,whiteberry1972,3
bobross,qu4dratus,1
megam0gwai,clonecharlie,16
hitch,krinklez__,6
hitch,aleismar,3
hitch,gaki_von_dieh,4
forsen,jeiplague,1
bobross,melonumvxa,1
hitch,retrontology,3
hitch,thesaiyanbatsy,4
hitch,extreme2themax_,11
hitch,stashzbot,3
hitch,krinklez__,5
hitch,memeej,9
bobross,beam_reach,4
hitch,hawkster1968,3
hitch,bailey_xoxo,5
hitch,thefeelskappaman,5
forsen,jon_bovi_pepejam,8
hitch,mahcahwaca,9
hitch,dominoz416,10
hitch,darkheretic,3
hitch,impactvelocity,1
hitch,okidokiman,9
hitch,krinklez__,3
dakotaz,ajing10,11
hitch,thefeelskappaman,4
hitch,upperkingjr,13
hitch,hitch__bot,3
hitch,souleymann,3
hitch,ya_boi_taters__underscore,14
hitch,ya_boi_taters__underscore,1
hitch,bailey_xoxo,7
hitch,extreme2themax_,15
hitch,tobev,3
hitch,twitch_destroyed_my_life,5
hitch,impactvelocity,1
hitch,10fatfingers,7
forsen,starfishheat,3
forsen,voidscomber,2
hitch,souleymann,6
megam0gwai,yumyummb,14
hitch,collect0r,13
hitch,impactvelocity,1
megam0gwai,danm1124,5
hitch,bailey_xoxo,9
megam0gwai,shermiecos,6
hitch,10fatfingers,4
hitch,impactvelocity,1
hitch,ozziecarnt,5
hitch,bailey_xoxo,2
megam0gwai,shermiecos,1
hitch,hawkster1968,3
iam_chappie,ovlbeso,4
hitch,terrytoad1,4
hitch,aphictions,4
hitch,bailey_xoxo,2
megam0gwai,myrrshock,9
hitch,ozziecarnt,6
megam0gwai,shermiecos,9
iam_chappie,funkyjumpymonkey,4
hitch,ya_boi_taters__underscore,6
hitch,majikm,6
hitch,hitch__bot,3
hitch,jordancruzzzz,5
megam0gwai,sayomul,3
hitch,gaki_von_dieh,18
megam0gwai,nereid__,3
hitch,retrontology,4
hitch,souleymann,8
megam0gwai,tarttari,8
iam_chappie,adidice7,5
megam0gwai,nereid__,6
hitch,totzire1,3
hitch,majikm,4
hitch,bailey_xoxo,1
megam0gwai,pyrestone,9
hitch,hitch__bot,10
iam_chappie,adidice7,1
iam_chappie,incogneeto12021,2
hitch,phayth,10
dakotaz,mitchnic81,12
megam0gwai,shermiecos,5
megam0gwai,leevanec,3
hitch,10fatfingers,9
hitch,sureshotgazza1,5
hitch,dominoz416,1
hitch,anond24,8
hitch,bailey_xoxo,4
hitch,terrytoad1,15
hitch,donkey_dressed_asaunicorn,6
hitch,ucelen,2
hitch,hawkster1968,3
hitch,itscreepz,6
megam0gwai,jacoblovefood,18
hitch,oinke,2
hitch,spider_66,11
hitch,bailey_xoxo,3
hitch,twitch_destroyed_my_life,13
iam_chappie,epicsclive,1
iam_chappie,incogneeto12021,3
hitch,bailey_xoxo,6
iam_chappie,glacials20,11
hitch,count_zero_,11
hitch,souleymann,2
hitch,zedzys,2
hitch,mahcahwaca,4
forsen,bladerip,2
megam0gwai,shermiecos,5
hitch,twitch_destroyed_my_life,1
iam_chappie,zachtheboss7,1
hitch,vapersbaking,5
iam_chappie,smokeythereaper,2
iam_chappie,spicyhesus,2
hitch,souleymann,5
hitch,impactvelocity,19
hitch,vapersbaking,1
hitch,twitch_destroyed_my_life,1
iam_chappie,glacials20,5
iam_chappie,epicsclive,3
hitch,deedeeoriginals,10
megam0gwai,jacoblovefood,8
hitch,10fatfingers,9
iam_chappie,flamingredvam,5
hitch,glandheadcity,2
hitch,lakesis,20
hitch,bailey_xoxo,0
hitch,phayth,1
iam_chappie,adidice7,14
iam_chappie,daalex1711,5
hitch,extreme2themax_,3
megam0gwai,shermiecos,3
megam0gwai,nereid__,10
hitch,dominoz416,10
hitch,ferriswheel99,2
hitch,toadinapintglass,5
megam0gwai,bezi772,5
hitch,majikm,5
hitch,sureshotgazza1,3
hitch,souleymann,5
hitch,extreme2themax_,1
dantastic_tv,mister_howitzer,2
dantastic_tv,mister_howitzer,1
forsen,soulsandbonfires,4
dantastic_tv,mister_howitzer,2
dantastic_tv,frootblaster,2
dantastic_tv,sinclairfromsimbabwe,1
dantastic_tv,dantasticbot,37
megam0gwai,panvanocka,10
bobross,eidessa,1
hitch,ozziecarnt,1
megam0gwai,gandalf_2077,10
megam0gwai,yumyummb,5
dantastic_tv,mudjahydin,15
hitch,extreme2themax_,4
dantastic_tv,acebythebay,7
hitch,mahcahwaca,1
megam0gwai,quphadota,3
dantastic_tv,therealplayperfect,1
dantastic_tv,wugyeah,11
dantastic_tv,dumasofrivia,2
dantastic_tv,hands_celebratory,6
hitch,nacreoussky,9
dantastic_tv,x17beats,1
hitch,hitch__bot,10
megam0gwai,shermiecos,1
megam0gwai,nereid__,10
dantastic_tv,dantasticbot,6
hitch,bailey_xoxo,1
hitch,souleymann,6
dantastic_tv,dantasticbot,6
dantastic_tv,mister_howitzer,2
dantastic_tv,dantasticbot,6
iam_chappie,incogneeto12021,7
hitch,hedenske_skekke,1
dantastic_tv,dantasticbot,9
dantastic_tv,mrlulba,5
dantastic_tv,gomorrha,2
dantastic_tv,dantasticbot,6
dantastic_tv,dantasticbot,6
dantastic_tv,kilgore____trout,5
dantastic_tv,dantasticbot,6
hitch,ozziecarnt,2
dantastic_tv,gloriousbees,8
dantastic_tv,dantasticbot,6
megam0gwai,yumyummb,17
dantastic_tv,dantasticbot,7
iam_chappie,dagamos,9
dantastic_tv,theicekid,2
dantastic_tv,mudjahydin,7
dantastic_tv,dantasticbot,6
dantastic_tv,panic_ave,1
hitch,mahcahwaca,5
dantastic_tv,dantasticbot,6
iam_chappie,zilko_,5
dantastic_tv,x17beats,3
iam_chappie,adidice7,21
dantastic_tv,wugyeah,4
dantastic_tv,dantasticbot,6
hitch,donkey_dressed_asaunicorn,2
dantastic_tv,the_gyro_of_thyme,3
hitch,nacreoussky,2
hitch,glixlplix,13
dantastic_tv,dantasticbot,6
dantastic_tv,btnfoxtv,3
dantastic_tv,x17beats,5
hitch,kittyann84,26
hitch,murermesteren,20
dantastic_tv,emilthewizard,12
dantastic_tv,dantasticbot,6
dantastic_tv,gomorrha,17
dantastic_tv,dantasticbot,6
dantastic_tv,wugyeah,8
hitch,glandheadcity,28
dantastic_tv,misterlakes,6
megam0gwai,tubytherat,3
hitch,hitch__bot,14
dantastic_tv,dantasticbot,6
hitch,trisxtan,4
dantastic_tv,rockmanexe1,3
dantastic_tv,dantasticbot,10
hitch,kingkoffe,3
dantastic_tv,dantasticbot,6
megam0gwai,nereid__,7
dantastic_tv,hands_celebratory,5
dantastic_tv,dantasticbot,6
dantastic_tv,dumasofrivia,8
dantastic_tv,x17beats,2
hitch,david_haller,1
hitch,toadinapintglass,9
hitch,ottof1re,1
hitch,glixlplix,16
dantastic_tv,dantasticbot,6
megam0gwai,screamdelic,2
iam_chappie,ovlbeso,5
dantastic_tv,dantasticbot,6
iam_chappie,incogneeto12021,4
hitch,xoxogossipcat,5
dantastic_tv,dantasticbot,6
dantastic_tv,dantasticbot,6
megam0gwai,zarthais,4
dantastic_tv,x17beats,7
hitch,drunkensynder,11
hitch,glandheadcity,28
megam0gwai,shermiecos,3
hitch,murermesteren,20
dantastic_tv,dantasticbot,6
iam_chappie,outlaw_87_v2,1
hitch,eckonut72,16
forsen,pftest2207375,8
iam_chappie,zilko_,1
dantastic_tv,drunken_at_altersheim,47
iam_chappie,nologang,4
hitch,tobev,6
megam0gwai,yumyummb,12
dantastic_tv,dantasticbot,6
megam0gwai,sayomul,13
dantastic_tv,dantasticbot,6
hitch,oliviatsayle,4
iam_chappie,snm_kissell,2
iam_chappie,incogneeto12021,4
hitch,glandheadcity,1
dantastic_tv,hands_celebratory,5
megam0gwai,yumyummb,7
dantastic_tv,x17beats,2
hitch,mahcahwaca,22
hitch,col_izr,4
hitch,ya_boi_taters__underscore,5
bobross,channelgorf,5
dantastic_tv,the_gyro_of_thyme,2
hitch,twitch_destroyed_my_life,7
iam_chappie,gopuri,7
dantastic_tv,majong100,3
megam0gwai,questmode_bot,41
hitch,glandheadcity,14
iam_chappie,bazzam75,1
dantastic_tv,jinxmew,2
dantastic_tv,dantasticbot,21
hitch,mahcahwaca,2
hitch,mahcahwaca,4
dantastic_tv,faht,3
iam_chappie,ovlbeso,13
dantastic_tv,dantasticbot,8
megam0gwai,rfx0,6
iam_chappie,ragnarwalters,7
hitch,glandheadcity,3
hitch,eckonut72,6
dantastic_tv,dantasticbot,6
dantastic_tv,buhanisson,1
dantastic_tv,dantasticbot,6
hitch,glixlplix,11
bobross,metahumvn,6
hitch,zedzys,5
dantastic_tv,acebythebay,1
dantastic_tv,emilthewizard,7
iam_chappie,dagamos,8
dantastic_tv,emilthewizard,1
dantastic_tv,emilthewizard,1
hitch,seviy,3
hitch,glandheadcity,1
iam_chappie,dagamos,6
hitch,hitch__bot,9
megam0gwai,rfx0,1
hitch,twitch_destroyed_my_life,2
dantastic_tv,acebythebay,4
megam0gwai,rfx0,1
dantastic_tv,acebythebay,1
hitch,lakesis,10
dantastic_tv,acebythebay,3
hitch,eckonut72,1
hitch,hitch__bot,9
hitch,quasimonk,5
dantastic_tv,maceprowindu,12
dantastic_tv,the_gyro_of_thyme,2
dantastic_tv,fullmetalchocolate,10
dantastic_tv,majong100,1
dantastic_tv,dantasticbot,6
megam0gwai,nereid__,6
bobross,xnowku,2
dantastic_tv,gloriousbees,6
dantastic_tv,dantasticbot,5
hitch,dominoz416,6
hitch,twitch_destroyed_my_life,1
iam_chappie,nightbot,14
megam0gwai,rfx0,4
bobross,socloseagain,1
bobross,fischkimme,3
iam_chappie,zilko_,4
hitch,hawkster1968,1
megam0gwai,faraday_lenz,5
dantastic_tv,wugyeah,11
hitch,legendestream,8
hitch,cuckoldxo,1
iam_chappie,ovlbeso,12
hitch,shabbatai,1
hitch,hitch__bot,8
hitch,sureshotgazza1,9
dantastic_tv,majong100,14
iam_chappie,dagamos,1
hitch,sureshotgazza1,1
iam_chappie,nologang,3
dantastic_tv,jinxmew,11
hitch,nacreoussky,3
hitch,vapersbaking,3
iam_chappie,dagamos,5
hitch,icrittmypants,4
dantastic_tv,cruelmercy,6
dantastic_tv,maceprowindu,4
hitch,mahcahwaca,6
dantastic_tv,wugyeah,1
dantastic_tv,misterlakes,1
iam_chappie,zilko_,7
hitch,jimbobpbw,7
hitch,quasimonk,7
dantastic_tv,jinxmew,0
dantastic_tv,drunken_at_altersheim,1
dantastic_tv,tahickz,5
dantastic_tv,tahickz,2
dantastic_tv,tahickz,2
dantastic_tv,pillarist,6
dantastic_tv,tahickz,2
hitch,eckonut72,6
dantastic_tv,pillarist,5
dantastic_tv,x17beats,12
hitch,legendestream,8
dantastic_tv,wugyeah,8
dantastic_tv,molbac,3
dantastic_tv,emilthewizard,15
hitch,dean050,6
dantastic_tv,misterlakes,6
dantastic_tv,wugyeah,11
dantastic_tv,dantasticbot,23
megam0gwai,screamdelic,6
dakotaz,thestinkyhippy,25
dantastic_tv,dantasticbot,8
dantastic_tv,shmirt_,9
dantastic_tv,runlikewalla,5
megam0gwai,nereid__,3
dantastic_tv,xdeliciousmangox,6
hitch,10fatfingers,6
dantastic_tv,pillarist,3
dantastic_tv,relic39,5
dantastic_tv,faht,5
dantastic_tv,biancabellaaus,3
megam0gwai,clonecharlie,10
megam0gwai,ledzeppelingwent,15
dantastic_tv,wugyeah,2
dantastic_tv,majong100,5
dantastic_tv,gloriousbees,1
hitch,hawkster1968,1
dantastic_tv,x17beats,7
dantastic_tv,the_gyro_of_thyme,1
hitch,vapersbaking,1
dantastic_tv,relic39,6
hitch,sureshotgazza1,7
dantastic_tv,wugyeah,2
hitch,hitch__bot,9
hitch,retrontology,1
dantastic_tv,jinxmew,2
hitch,hawkster1968,1
dantastic_tv,jeffd5,4
dantastic_tv,dantasticbot,24
hitch,mahcahwaca,6
dantastic_tv,runlikewalla,1
dantastic_tv,relic39,2
forsen,taddy27,1
dantastic_tv,dantasticbot,6
hitch,fishingmoby,1
dantastic_tv,x17beats,2
dantastic_tv,dantasticbot,6
dantastic_tv,dantasticbot,6
dantastic_tv,emilthewizard,4
hitch,tr4v_mc,6
dantastic_tv,relic39,8
dantastic_tv,emilthewizard,7
hitch,vapersbaking,1
dantastic_tv,x17beats,1
dantastic_tv,emilthewizard,2
dantastic_tv,emilthewizard,2
dantastic_tv,jeffd5,5
dantastic_tv,dantasticbot,11
