channel,sender,words
loltyler1,yegx,1
kalashnikovmediatv,cassel_de,1
kalashnikovmediatv,kisel2000,0
kalashnikovmediatv,justfckndoit,0
loltyler1,t1_banned_me,3
kalashnikovmediatv,taga9,0
loltyler1,obliteratetm,3
loltyler1,namalll,11
loltyler1,marblesoda7,1
forsen,rootoo2,1
kalashnikovmediatv,pashok2290,0
loltyler1,shesuccm3,1
forsen,ondrvaakkk,1
kalashnikovmediatv,moobot,4
giantwaffle,slide1,1
loltyler1,regaliat,4
loltyler1,pekkazil,3
loltyler1,slowlyyyyy,11
forsen,corruptedfox_,1
forsen,blacklimba,1
forsen,gand0lf,1
giantwaffle,seaway,3
kalashnikovmediatv,hate_valikos,0
loltyler1,mrd3vii,14
bobross,errlee,1
forsen,finner31,3
giantwaffle,enlightenedmint,5
forsen,brandobanando,12
giantwaffle,silcrows,5
kalashnikovmediatv,moobot,4
kalashnikovmediatv,cassel_de,3
loltyler1,zynogree,1
loltyler1,bananatypical,1
kalashnikovmediatv,ig0_0rrr,0
kalashnikovmediatv,romaxa35ru,0
kalashnikovmediatv,yorimaruffles,0
loltyler1,drdaft4,6
loltyler1,xyernoz,2
loltyler1,thisguydante,1
bobross,botball,2
forsen,kontrpiye,1
forsen,unbiddenarachnid,1
loltyler1,aalumina,3
giantwaffle,moistestofboiz,1
loltyler1,qwqwhatsthis,1
kalashnikovmediatv,visman21,1
kalashnikovmediatv,pewpew322x,2
kalashnikovmediatv,moobot,5
bobross,doctajonesx,1
kalashnikovmediatv,cehb4a,0
forsen,b3nkei,1
forsen,kurokochii12,1
asmongold,rhiawow,1
loltyler1,gilgameshg59,2
loltyler1,godk1tra,1
forsen,actionhaank,7
asmongold,mikeydlove,6
loltyler1,shinosbae_,1
loltyler1,donuteatingbear,1
forsen,giraffeking,1
bobross,abissfn,4
forsen,ripa27,1
kalashnikovmediatv,pashok2290,1
forsen,steven_senegal_,1
bobross,szabika513,12
kalashnikovmediatv,hate_valikos,0
kalashnikovmediatv,simonsraf,1
loltyler1,professor_midge,2
kalashnikovmediatv,romaxa35ru,6
loltyler1,kiriya_dei,2
loltyler1,kc_man34,1
loltyler1,limpsausageforone,6
kalashnikovmediatv,green_16,0
kalashnikovmediatv,demanleq,1
kalashnikovmediatv,irashok,0
forsen,misty_man,2
asmongold,heakers,5
kalashnikovmediatv,windows6,0
giantwaffle,mightexe,2
bobross,soso0475,2
loltyler1,raa_fam,1
asmongold,bubbibear2236,1
asmongold,alonzo_carlo,1
asmongold,stiflers_mom_6969_allnite,13
asmongold,o_r_a_s,2
asmongold,dakkroth1,5
kalashnikovmediatv,butulkus,2
asmongold,iroiro,11
kalashnikovmediatv,cs_dz,1
asmongold,xthorinhdx,2
forsen,begongoy,2
forsen,rexdexion,1
kalashnikovmediatv,mcp0x,0
kalashnikovmediatv,crespsss,1
bobross,s_t_e_f_a_a_n,1
loltyler1,lolfab7,2
loltyler1,zzepi,2
kalashnikovmediatv,mcp0x,0
asmongold,thelastgraywarden,3
asmongold,delta_g,1
kalashnikovmediatv,wazaperud,0
asmongold,czeryk,6
kalashnikovmediatv,dstabakov,0
asmongold,nille_tv,4
asmongold,daggerhowl,1
kalashnikovmediatv,whitily7,0
asmongold,puzzlepappa,1
bobross,omny66,4
giantwaffle,jatii,1
asmongold,xrorri_sempai,3
asmongold,templarknight7777,5
asmongold,blastoise89x,5
kalashnikovmediatv,piecat13371,0
kalashnikovmediatv,alexander_bk,0
loltyler1,pleiadians_emissary,38
kalashnikovmediatv,qqq_spirin,0
kalashnikovmediatv,temat17,0
asmongold,reborn1562,2
kalashnikovmediatv,irashok,0
kalashnikovmediatv,alertbro,0
asmongold,joshsongrequest,1
kalashnikovmediatv,pushkinzed,0
asmongold,mrdangerwaffles,10
asmongold,the_human_element,1
kalashnikovmediatv,thancle,0
loltyler1,weirdfeelsman,4
kalashnikovmediatv,ricardoins,0
loltyler1,pelagius_hipbone_,6
kalashnikovmediatv,igor1337200322,0
kalashnikovmediatv,zzzserega,0
loltyler1,dalight,5
forsen,iamporkins,1
kalashnikovmediatv,mcp0x,0
loltyler1,rrboss95,2
kalashnikovmediatv,cassel_de,0
kalashnikovmediatv,solya143,0
asmongold,dougalss,1
kalashnikovmediatv,prncat,1
bobross,special_officer_goofy,3
asmongold,raikez,1
asmongold,higgsypigsy,1
bobross,applesauce7,1
bobross,legendaddy10,1
loltyler1,mmmonkas,1
kalashnikovmediatv,simonsraf,1
asmongold,kaaiman,6
asmongold,krez7,19
kalashnikovmediatv,sosokgayba,0
loltyler1,wildtyphlosionn,20
asmongold,fritzthedog,5
kalashnikovmediatv,xanzsolo,0
kalashnikovmediatv,belaruskii_kolhoznik,0
kalashnikovmediatv,loo00r,0
asmongold,torhian,13
asmongold,ihomeiscool,1
bobross,knighs_0,1
loltyler1,iburgo,1
kalashnikovmediatv,visman21,0
kalashnikovmediatv,sopov_dast_case,0
forsen,haxzorlive,2
bobross,xodaniellex,2
forsen,xplayerlol,1
asmongold,zaluten,4
kalashnikovmediatv,saxalinec94,1
asmongold,vertsi,2
forsen,kryml,1
loltyler1,ttruesalmonking,4
kalashnikovmediatv,shurik_sw,0
kalashnikovmediatv,greenfintiko,0
loltyler1,zaany,2
kalashnikovmediatv,moobot,4
asmongold,bleedingfish,11
giantwaffle,andyt53,4
asmongold,miggymcmiggy,1
giantwaffle,cfischer,1
loltyler1,filip1207,2
loltyler1,ahti__,37
asmongold,roblight,4
asmongold,i__i__i__i__i__i__i__i__i,1
giantwaffle,dooops,2
asmongold,korupcija_,1
kalashnikovmediatv,th3suspecttv,1
asmongold,degeneratekiddo,1
forsen,raines__,4
asmongold,aaeda,5
kalashnikovmediatv,coolcapperaaa,0
asmongold,sak757keli,1
asmongold,brutal_foe,1
giantwaffle,wooli,1
giantwaffle,dbqp,3
giantwaffle,emwedk,22
bobross,dinoblubber,1
giantwaffle,ipwn3r,10
kalashnikovmediatv,jay_gatsby_777,0
kalashnikovmediatv,ig0_0rrr,0
loltyler1,breadtruck2,1
kalashnikovmediatv,helehuinir,0
asmongold,destinyisawesome,1
loltyler1,babylons_finest,1
loltyler1,simonbtw,10
asmongold,azur_ahai,8
asmongold,roflcopterdownsendaid,1
asmongold,mrdwarf92,1
loltyler1,oderen,4
forsen,jellomoto_,1
giantwaffle,kazeyuu,5
asmongold,tseidon1475,2
kalashnikovmediatv,r4_f1_k,33
forsen,biomankunn,1
chemicaldragoon,natural2x,2
loltyler1,trihard_from_pieskipatiro,2
forsen,1quisher,4
bobross,otusgoddess,8
asmongold,nerdyeuros,1
asmongold,backinthegym93,3
kalashnikovmediatv,oves322,0
asmongold,jensen06,1
kalashnikovmediatv,14blaschuchoknik88,0
kalashnikovmediatv,leitan855,1
loltyler1,tommynotommie,2
loltyler1,trippylift,10
bobross,lordtatertot73,2
asmongold,mayushii_desu,6
asmongold,babyneek,1
kalashnikovmediatv,qqq_spirin,1
asmongold,sillyxo,0
asmongold,gnomaahh,0
kalashnikovmediatv,oves322,0
kalashnikovmediatv,solya143,0
kalashnikovmediatv,stulchik228,0
loltyler1,nejakejarky,2
kalashnikovmediatv,oves322,0
asmongold,snailcrab,0
kalashnikovmediatv,wazaperud,0
asmongold,angeroth,1
asmongold,bathezid,1
forsen,drekt,21
kalashnikovmediatv,oves322,0
asmongold,voymid,3
forsen,khorne69,1
kalashnikovmediatv,oves322,0
kalashnikovmediatv,oves322,0
kalashnikovmediatv,chervin3,0
kalashnikovmediatv,tim_ply,0
bobross,sudium,3
asmongold,topdickedeu,4
asmongold,teemo22222,1
asmongold,primotivegeth,1
asmongold,meshoxkiller,14
kalashnikovmediatv,moobot,4
chemicaldragoon,whiteoutiii,39
bobross,lordtachancka,1
kalashnikovmediatv,oves322,0
chemicaldragoon,mateinozaur,5
kalashnikovmediatv,youngshooter1337,0
kalashnikovmediatv,oves322,0
forsen,whisper_me_zulul,4
kalashnikovmediatv,fanboy_faze_clun,0
kalashnikovmediatv,oves322,0
loltyler1,maxoplay,1
kalashnikovmediatv,artem_mayorr,0
chemicaldragoon,bloodtre,22
loltyler1,hideous101,6
bobross,brewbreaux,1
asmongold,bubbibear2236,1
asmongold,meteogold,3
chemicaldragoon,whiteoutiii,39
bobross,lordtatertot73,1
kalashnikovmediatv,oves322,0
chemicaldragoon,kinetic_magz2310,9
forsen,s4tisfaction_,1
kalashnikovmediatv,betra_sile,1
bobross,spuddy240,1
kalashnikovmediatv,jay_gatsby_777,1
asmongold,yaftal,1
giantwaffle,sypheron,1
asmongold,chaselton87,1
asmongold,rawls4,1
kalashnikovmediatv,artem_200358,0
kalashnikovmediatv,kirumba228,1
kalashnikovmediatv,fukushima_sony,2
loltyler1,b4b5s,2
loltyler1,imsobroken1,1
kalashnikovmediatv,oves322,0
asmongold,zonothene_v1200,1
kalashnikovmediatv,vel_syka_man,0
kalashnikovmediatv,mahiyanov1997,0
kalashnikovmediatv,oves322,1
kalashnikovmediatv,chervin3,0
kalashnikovmediatv,monster833,1
loltyler1,react_tf2,1
asmongold,hugveldt,1
chemicaldragoon,bloodtre,11
asmongold,theapso,1
asmongold,summerbat,1
asmongold,deadskin85,7
kalashnikovmediatv,unbxrn,0
asmongold,xnonamehero,5
asmongold,nixi93,13
asmongold,angeroth,1
asmongold,tomcizzzle,2
chemicaldragoon,lukasss_ttv,9
kalashnikovmediatv,playwithnik,0
kalashnikovmediatv,monster833,0
asmongold,adlarn_,2
bobross,emeraldworldlp,1
asmongold,draestv,3
forsen,fade1314,12
kalashnikovmediatv,tonoyans,0
loltyler1,professor_midge,1
kalashnikovmediatv,jeiler_1337,1
forsen,woah777,2
asmongold,p5ou,2
forsen,toan905,1
kalashnikovmediatv,jay_gatsby_777,1
kalashnikovmediatv,armyanello,0
kalashnikovmediatv,dimascale1337,1
forsen,dizles,4
kalashnikovmediatv,moobot,4
kalashnikovmediatv,soulwish,0
kalashnikovmediatv,monster833,0
kalashnikovmediatv,oves322,0
asmongold,praxxen,0
loltyler1,bzfk_kzdunczyk,2
forsen,guestofriendo,4
loltyler1,smixthe1,2
loltyler1,bigvegito,1
kalashnikovmediatv,igorvarban,0
loltyler1,c10snacky,6
kalashnikovmediatv,jay_gatsby_777,3
kalashnikovmediatv,arkage_off,0
kalashnikovmediatv,oves322,0
asmongold,unilluminated,0
bobross,galahadiv,2
kalashnikovmediatv,v1ncen7z,2
forsen,ripa27,11
forsen,zihuatamayo,6
bobross,moonfall1991,9
kalashnikovmediatv,oves322,0
loltyler1,shigsbtw,14
kalashnikovmediatv,oves322,0
loltyler1,friedhamburger,5
loltyler1,zwiirek,7
kalashnikovmediatv,sosokgayba,0
loltyler1,attackdamagefadi,5
asmongold,atmeares,1
asmongold,lynexlive,4
asmongold,lysergiccat,24
kalashnikovmediatv,monster833,0
kalashnikovmediatv,nismo03,0
kalashnikovmediatv,dstabakov,0
kalashnikovmediatv,oves322,0
bobross,slayerikk,2
bobross,fabriyo98,1
bobross,kushylife,1
bobross,arianna_gaming,3
asmongold,edge__cs,1
asmongold,shiazz,2
kalashnikovmediatv,vasyafrost,0
asmongold,joolakus,3
kalashnikovmediatv,romaxa35ru,1
forsen,minimartinii,11
asmongold,oamerec,2
asmongold,noctis114,3
kalashnikovmediatv,oves322,0
asmongold,guitar_freek369,1
kalashnikovmediatv,1w8me,0
asmongold,yepsbu,1
loltyler1,brianwillbe,2
asmongold,mrclutchya,5
kalashnikovmediatv,oves322,0
chemicaldragoon,natural2x,3
asmongold,medyns,2
chemicaldragoon,thelastsamuraiisback,6
asmongold,lysergiccat,2
asmongold,ario___,1
asmongold,thenarutardd,2
kalashnikovmediatv,oves322,0
asmongold,flarisic,3
loltyler1,tofutown24,8
bobross,redxap,1
kalashnikovmediatv,oves322,0
loltyler1,flasklight,5
bobross,jeffthrow,1
asmongold,jadafacer,1
asmongold,dlwlrmasnsk,1
chemicaldragoon,notklaw,3
asmongold,ssjphantom,1
asmongold,reznr,0
asmongold,187thesehoes,0
chemicaldragoon,ttl_cashouttv,4
asmongold,jimasly,1
chemicaldragoon,strangebleu,5
asmongold,raggimagga,1
asmongold,smallmatt12,1
bobross,hagg3n,1
asmongold,chad2192,6
loltyler1,professor_midge,1
chemicaldragoon,lmn_waterzhd,7
chemicaldragoon,notklaw,3
chemicaldragoon,lmn_waterzhd,2
chemicaldragoon,natelane3698,4
chemicaldragoon,notklaw,5
asmongold,rikzoo,4
chemicaldragoon,notklaw,2
kalashnikovmediatv,moobot,4
asmongold,spiler333,1
kalashnikovmediatv,vel_syka_man,0
asmongold,domofgc,1
chemicaldragoon,notklaw,4
asmongold,mattgenaro,1
chemicaldragoon,notklaw,12
chemicaldragoon,lmn_waterzhd,7
chemicaldragoon,notklaw,4
chemicaldragoon,twitch_henry_j,3
giantwaffle,w4ffle_bot,3
asmongold,outcast6969,1
chemicaldragoon,lmn_waterzhd,7
asmongold,soulbld,14
asmongold,jordencoco,2
asmongold,epicpega,1
loltyler1,raisactk,1
bobross,dagto,4
chemicaldragoon,notklaw,2
giantwaffle,haxorsnake,0
forsen,caranteen,1
giantwaffle,mendiremen,7
forsen,daza846,12
giantwaffle,jokezorr,1
chemicaldragoon,notklaw,4
chemicaldragoon,notklaw,5
chemicaldragoon,lmn_waterzhd,5
chemicaldragoon,ttl_cashouttv,4
kalashnikovmediatv,1w8me,1
chemicaldragoon,strangebleu,5
forsen,duardo1,2
giantwaffle,gaudia,1
chemicaldragoon,mateinozaur,8
asmongold,draestv,2
forsen,sebbern1,1
kalashnikovmediatv,kyzmabolshieyaica,1
forsen,bruno079,1
loltyler1,norbi4500,0
loltyler1,praqxx,3
kalashnikovmediatv,pomg,0
giantwaffle,mastroid11,2
loltyler1,aslaksisku,1
asmongold,kaptaintg,1
chemicaldragoon,itsspartanttv,23
kalashnikovmediatv,viarko,4
forsen,wolftf2,2
kalashnikovmediatv,vova_ozhiganov,0
asmongold,ecarrillo1072k,1
giantwaffle,fishbone21,5
loltyler1,emptyhand0,2
loltyler1,blakcrock,18
forsen,lolyn,1
asmongold,curse_eminc,1
asmongold,zirikki,1
kalashnikovmediatv,somebodyknow,0
kalashnikovmediatv,igor1337200322,0
asmongold,straubbi,8
asmongold,sspurgu,2
asmongold,draestv,1
chemicaldragoon,enderesg,20
bobross,ligma_bofadeez,3
loltyler1,613days,1
kalashnikovmediatv,aksel_vegas,0
kalashnikovmediatv,vardanmu,0
kalashnikovmediatv,moobot,3
asmongold,kingeelbee,4
loltyler1,mashy611,1
forsen,ciaz,1
asmongold,shadowhaxxor,1
loltyler1,vreplay17,3
bobross,jzei1072,7
forsen,ahkimi_,2
loltyler1,simpleton_,26
forsen,tobajaz,1
bobross,ligma_bofadeez,6
kalashnikovmediatv,takeiteasy44,0
forsen,garrythemod,2
loltyler1,pleckike,6
forsen,stupid_man_costumes,14
forsen,uraniumumbreon,3
forsen,serolinosanos,1
kalashnikovmediatv,moobot,5
asmongold,dotctori,4
kalashnikovmediatv,cassel_de,0
chemicaldragoon,nightbot,9
kalashnikovmediatv,rumtheholy,0
loltyler1,iuntrus,4
bobross,sarahkae12,1
giantwaffle,crispy53,14
chemicaldragoon,asianjeff,21
kalashnikovmediatv,v1ncen7z,0
forsen,hobomania,1
kalashnikovmediatv,oves322,0
bobross,chew297,3
chemicaldragoon,thelastsamuraiisback,6
kalashnikovmediatv,kyzmabolshieyaica,1
kalashnikovmediatv,demon1010,0
loltyler1,dasneakyasian,19
forsen,themilkm4n,4
kalashnikovmediatv,kotyara0401,0
kalashnikovmediatv,blacklist111,0
kalashnikovmediatv,oves322,0
kalashnikovmediatv,mcp0x,0
chemicaldragoon,thesanch,2
kalashnikovmediatv,abnormalstream,1
forsen,budgetsolaire,1
bobross,r17411n,19
kalashnikovmediatv,sent124,0
asmongold,fireonmytarget,1
asmongold,animio,2
chemicaldragoon,darkerassassin0_o,4
asmongold,nuggsz,6
loltyler1,aphromoo_trihard,4
loltyler1,aphromoo_trihard,6
kalashnikovmediatv,v1ncen7z,1
asmongold,fellishbeast,1
asmongold,avantgg,3
kalashnikovmediatv,atsterk,0
asmongold,reith__,5
asmongold,hadeway,5
loltyler1,stormysoxx,3
kalashnikovmediatv,youngshooter1337,0
kalashnikovmediatv,mcp0x,0
loltyler1,lacazrie,1
chemicaldragoon,theraven1760,2
kalashnikovmediatv,oves322,0
asmongold,maliciousbert,1
kalashnikovmediatv,zhitnikov_38,2
kalashnikovmediatv,oves322,0
kalashnikovmediatv,vlad321501,0
bobross,nodramajustpizzas,3
kalashnikovmediatv,loo00r,0
forsen,randers00,1
bobross,yayo41,3
kalashnikovmediatv,sleshcybergamer,0
kalashnikovmediatv,ez4stechkin,0
bobross,brotze,2
bobross,descadeirado,5
kalashnikovmediatv,oves322,0
asmongold,jason_stribz,4
loltyler1,0zero_two,4
asmongold,aqua12,1
bobross,crazyyella,8
kalashnikovmediatv,zhitnikov_38,1
giantwaffle,tsironi,10
kalashnikovmediatv,butulkus,0
loltyler1,evolcg,5
asmongold,skyrow4,1
kalashnikovmediatv,butulkus,0
forsen,asdasfasfxcx,2
kalashnikovmediatv,dellviks,0
asmongold,claritycraft,2
asmongold,pooglemcbots,4
kalashnikovmediatv,belaruskii_kolhoznik,0
kalashnikovmediatv,dellviks,0
asmongold,yikesfinslave,2
kalashnikovmediatv,zeusnavimolotov,0
loltyler1,saharagames001,1
kalashnikovmediatv,kefirchik_007,0
bobross,metazoancrane,8
kalashnikovmediatv,inkvizitor303,0
kalashnikovmediatv,zeusnavimolotov,0
chemicaldragoon,mantz2312,2
asmongold,harok9,3
asmongold,subjugation,4
kalashnikovmediatv,jorsh_nagibator,3
kalashnikovmediatv,visman21,0
bobross,tf2scoutftw,1
kalashnikovmediatv,sasha2004m,0
sodapoppin,idontlikejava,8
sodapoppin,itsjer,3
sodapoppin,kappaozi,3
asmongold,slugerne,1
asmongold,reach27,1
asmongold,ywinx,11
chemicaldragoon,asianjeff,4
loltyler1,ll_sid_ll,2
chemicaldragoon,neojaron,3
kalashnikovmediatv,asved001,0
chemicaldragoon,reality_gaming123,2
loltyler1,platoom,1
chemicaldragoon,reality_gaming123,3
asmongold,ailurion,3
chemicaldragoon,asianjeff,26
sodapoppin,iamthrive,21
loltyler1,iroc2637,1
bobross,cga4colors,9
chemicaldragoon,thesanch,6
forsen,itreek,3
forsen,baddoge,8
chemicaldragoon,dw0nji,8
loltyler1,seizure_lights,2
forsen,dxcxskyton,4
sodapoppin,austin372,0
sodapoppin,henrik_dk,35
giantwaffle,shvm,2
asmongold,jsizzles36,1
kalashnikovmediatv,oves322,0
loltyler1,rikozhin,1
chemicaldragoon,strangelevel,2
loltyler1,urch_,1
asmongold,jeeeberzzz,2
kalashnikovmediatv,taga9,1
chemicaldragoon,vapourlegend,3
kalashnikovmediatv,moobot,4
sodapoppin,peppermintbutler01,1
loltyler1,galicizer,1
giantwaffle,rapidfuryy,2
asmongold,kobbz,1
sodapoppin,mvxcm,7
asmongold,forsenfeelsweirdman,5
sodapoppin,akiyoshiyuki,4
asmongold,ziffon,9
kalashnikovmediatv,dendelo,0
giantwaffle,lionprideftw,1
sodapoppin,dimitriwastaken,6
kalashnikovmediatv,1w8me,1
loltyler1,kielbosa,1
sodapoppin,whitesedanlights,4
sodapoppin,elprofeselacometoda,1
forsen,ciaz,1
kalashnikovmediatv,archieaka,0
kalashnikovmediatv,moobot,3
bobross,hydra_lisk,1
kalashnikovmediatv,jeiler_1337,1
asmongold,slickelf,6
asmongold,kelti04,0
loltyler1,miller57,3
loltyler1,w0lfyb,3
giantwaffle,dagmoo,2
forsen,hartofthecards,1
sodapoppin,dg2rs,1
asmongold,berserkzodd,5
asmongold,slizard93,15
kalashnikovmediatv,moobot,3
chemicaldragoon,vapourlegend,7
loltyler1,stompdaroach,4
chemicaldragoon,asianjeff,25
asmongold,therealdreggz,0
chemicaldragoon,oneofuschoked,1
asmongold,silkwyrmm,2
kalashnikovmediatv,ivan170000000,0
asmongold,churr_,1
kalashnikovmediatv,mynameisstalker,0
loltyler1,sloth_face,1
loltyler1,the_cryptic,1
kalashnikovmediatv,ez4stechkin,0
asmongold,kingofthetrololo,1
forsen,randers00,4
sodapoppin,mickeygrandia,1
loltyler1,satexam_,1
asmongold,94blond,1
sodapoppin,lkrythrexl,3
kalashnikovmediatv,taga9,0
asmongold,jamyo,1
asmongold,zerofkgiven,1
kalashnikovmediatv,solya143,1
sodapoppin,thnks_,4
kalashnikovmediatv,taga9,0
asmongold,tannder,1
asmongold,churr_,2
asmongold,i_made_that,3
sodapoppin,skyrius,2
forsen,xxx420litmaster_uw0tm8xxx,0
asmongold,0_ralpherz,1
asmongold,maxxxtreem,4
sodapoppin,ciomka202,5
kalashnikovmediatv,andreygreg777,0
bobross,magetea,4
forsen,gemartisan,5
loltyler1,howmuchmoneyisthis,1
forsen,justicerevival,3
sodapoppin,trymgh,2
asmongold,awakune,3
sodapoppin,akumagaminghd,1
asmongold,brengaming_,2
sodapoppin,harryblubber,2
bobross,kehbs,1
kalashnikovmediatv,bern1ng,0
sodapoppin,rubber_ducky__,2
asmongold,whaleblast,6
sodapoppin,onecoldtru,4
sodapoppin,peepopleb,2
forsen,some_kind_of_god_of_lolis,2
giantwaffle,drizzlmanizzl,60
chemicaldragoon,asianjeff,10
kalashnikovmediatv,taga9,0
sodapoppin,jadafacer,1
kalashnikovmediatv,mavalalalal,1
kalashnikovmediatv,oves322,2
chemicaldragoon,onlysjaden,9
sodapoppin,lymanmaze,3
sodapoppin,trymgh,1
chemicaldragoon,nightbot,12
sodapoppin,nerdblogio,2
asmongold,neoszdk,2
asmongold,angry_inuk,14
forsen,miseri20,1
asmongold,vershantis,1
kalashnikovmediatv,rurhdbbdeh,0
sodapoppin,mardante,3
giantwaffle,aaken22,1
asmongold,f0rbest,2
sodapoppin,xershiro,1
sodapoppin,eynahl,1
sodapoppin,daku866,1
kalashnikovmediatv,moobot,5
asmongold,awdme1524,2
sodapoppin,sagiroth,1
forsen,seibmoz,1
sodapoppin,ninj4z__,18
asmongold,comrad_ql,1
asmongold,tauruslul,2
bobross,stielow_fi,3
asmongold,zwankbawz,1
loltyler1,remes12,1
giantwaffle,ajttv,4
sodapoppin,klixor1,5
bobross,zanto21,5
chemicaldragoon,asianjeff,25
kalashnikovmediatv,rurhdbbdeh,0
chemicaldragoon,blxzettv,8
forsen,maxmil,10
forsen,thepiter333,2
sodapoppin,lemonkidd,2
chemicaldragoon,xxgetwreckedboixx,44
kalashnikovmediatv,romaxa35ru,0
loltyler1,munchthatcrunch,5
kalashnikovmediatv,mario2033,0
asmongold,allieskiller,1
sodapoppin,kirisaite,7
asmongold,bl4nkk,2
sodapoppin,peepopleb,3
bobross,imkyleexx,5
asmongold,squidghost,3
chemicaldragoon,onlysjaden,14
bobross,sunnnyftw,3
sodapoppin,ciazak,3
bobross,shotkiller438,1
forsen,imagine_being_triggered,9
kalashnikovmediatv,zevs088,0
loltyler1,pr0ff2,6
asmongold,ilovekababs,3
forsen,fawcantv,8
loltyler1,lethalbees,4
loltyler1,dan_kweed,2
asmongold,sapp95h,3
sodapoppin,zergsecs,6
kalashnikovmediatv,mikail_0101,0
sodapoppin,veldspartan,8
asmongold,ninekoo,3
loltyler1,icy_wyvern,2
sodapoppin,houldida,1
kalashnikovmediatv,neosnk19,0
loltyler1,myfaceisapotato,8
giantwaffle,vig1lance,12
sodapoppin,epiknuke,1
sodapoppin,nightredd_,1
kalashnikovmediatv,taga9,0
kalashnikovmediatv,artemakbar,0
asmongold,immortalsoul4,3
asmongold,i_made_that,1
loltyler1,bigtittycatgirlgf,1
sodapoppin,gin_and_tonic,1
loltyler1,dasneakyasian,1
kalashnikovmediatv,mestnayatvar,1
kalashnikovmediatv,leron3x,0
kalashnikovmediatv,komandor186,1
kalashnikovmediatv,rinichka,1
chemicaldragoon,mattweil,7
chemicaldragoon,asianjeff,20
kalashnikovmediatv,niwp_faust,0
kalashnikovmediatv,taga9,0
kalashnikovmediatv,lustrafford3,0
kalashnikovmediatv,leron3x,0
kalashnikovmediatv,zevs088,0
bobross,leavey3,8
kalashnikovmediatv,kotyara0401,0
kalashnikovmediatv,fallmons,0
asmongold,draestv,1
sodapoppin,samme1g,7
kalashnikovmediatv,neosnk19,0
asmongold,unstoppableforce,4
sodapoppin,dnyoon,3
sodapoppin,r1saype,1
sodapoppin,sorryoyster,3
kalashnikovmediatv,windows6,0
sodapoppin,tinybuckshot,3
kalashnikovmediatv,kotyara0401,0
sodapoppin,konexion,3
chemicaldragoon,asianjeff,20
asmongold,karkas09,2
loltyler1,woooooooooooooohooo,4
kalashnikovmediatv,windows6,1
sodapoppin,lemonsquezee,30
bobross,termpentstreams,3
asmongold,0legend0,2
asmongold,stefan2494,3
giantwaffle,ch3dd,12
kalashnikovmediatv,windows6,0
forsen,junglebroys,6
forsen,thepiter333,4
bobross,jennian,2
sodapoppin,mrcheezemonkey,2
sodapoppin,skyprime_,16
asmongold,torasamu,8
sodapoppin,deluxeseries,1
asmongold,edgedsword,1
sodapoppin,vissx,1
sodapoppin,anthonyjoshua7,0
sodapoppin,ninjaclog,1
asmongold,twitchfizzle,9
sodapoppin,b3ka,6
sodapoppin,ventus_1337,2
bobross,peachy_vxr,7
sodapoppin,homelessbaby,1
asmongold,xsoupsoapx,17
asmongold,elmuck,5
